name;automata-runtime;automata-construction;automata-trim;mata-runtime;mata-mataparsing;mata-mataminterm;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pyfado-runtime;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;TO;0.2457581;0.0122229;TO; 0.513471; 0.123794;TO; 0.457924; 0.122537;TO; 0.482756; 0.135234;0.040008;TO; 0.47354; 0.128132;0.005513;TO; 0.380668; 0.10788;TO;TO;TO;TO;TO;0.141332655
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;TO;0.08519639999999999;0.010557200000000001;TO; 0.054239; 0.017573;TO; 0.053022; 0.017821;TO; 0.052005; 0.016196;0.002779;TO; 0.05181; 0.01512;0.000507;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.07754507699999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;TO;0.400551;0.0105941;ERR;ERR;ERR;TO; 0.49563; 0.122965;TO; 0.516771; 0.136944;0.037129999999999996;TO; 0.476954; 0.115114;0.005207;TO; 0.661431; 0.146541;TO;TO;TO;TO;TO;0.17835451600000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;TO;0.1235684;0.008684200000000001;TO; 0.070912; 0.023713;TO; 0.074387; 0.023171;TO; 0.059749; 0.018783;0.004661;TO; 0.080003; 0.02177;0.0007160000000000001;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.057218331
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;TO;0.09519739999999999;0.009698199999999999;TO; 0.09485; 0.030927;TO; 0.10271; 0.02799;TO; 0.106194; 0.029219;0.005764;TO; 0.093056; 0.02997;0.0009159999999999999;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.09245620700000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;TO;0.18319760000000002;0.0105896;TO; 0.133188; 0.039634;TO; 0.12451; 0.037438;TO; 0.126376; 0.035221;0.007053;TO; 0.124083; 0.034336;0.001181;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.123042698
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;TO;0.1599282;0.0100524;TO; 0.156868; 0.050945;TO; 0.1489; 0.040496;TO; 0.154846; 0.044082;0.009372;TO; 0.173702; 0.032697;0.001356;TO; 0.155033; 0.04918;ERR;TO;TO;TO;TO;0.109782739
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;TO;0.1580684;0.0119538;TO; 0.165167; 0.059326;TO; 0.183428; 0.049268;TO; 0.178714; 0.046569;0.010833;TO; 0.180386; 0.05089;0.0019359999999999998;TO; 0.197043; 0.06079;TO;TO;TO;TO;TO;0.101036602
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;TO;0.1777471;0.0107779;TO; 0.201144; 0.060319;TO; 0.21089; 0.049814;TO; 0.200933; 0.05507;0.011555;TO; 0.179099; 0.051335;0.0020670000000000003;TO; 0.135362; 0.042315;TO;TO;TO;TO;TO;0.19789956
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;TO;0.14793489999999998;0.010584;TO; 0.249521; 0.058338;TO; 0.237605; 0.060555;TO; 0.148187; 0.046792;0.009759;TO; 0.226984; 0.055841;0.002332;TO; 0.14009; 0.043955;TO;TO;TO;TO;TO;0.5960483299999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;TO;0.0732563;0.005956400000000001;TO; 0.022771; 0.010068;TO; 0.02703; 0.011145;TO; 0.025277; 0.01197;0.001299;TO; 0.02285; 0.01086;0.000246;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.048571338000000006
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;TO;0.21123940000000002;0.0112654;TO; 0.273377; 0.076615;TO; 0.249211; 0.061776;TO; 0.252892; 0.053207;0.015619999999999998;TO; 0.258938; 0.079585;0.002902;TO; 0.270801; 0.07538;ERR;TO;TO;TO;TO;0.089361233
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;TO;0.1813192;0.0125509;TO; 0.282577; 0.076741;TO; 0.287112; 0.069154;TO; 0.294071; 0.075678;0.020464;TO; 0.288388; 0.071316;0.002929;TO; 0.261969; 0.083491;TO;TO;TO;TO;TO;0.08942581699999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;TO;0.1851521;0.019294099999999998;TO; 0.357383; 0.095173;TO; 0.308453; 0.091606;TO; 0.310235; 0.085256;0.019874;TO; 0.313016; 0.083803;0.002993;TO; 0.17247; 0.051162;TO;TO;TO;TO;TO;0.105081319
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;TO;0.2068736;0.012435700000000001;TO; 0.32466; 0.085125;TO; 0.337579; 0.089456;TO; 0.339352; 0.089938;0.022305;TO; 0.33602; 0.094305;0.0033309999999999998;TO; 0.224448; 0.067375;TO;TO;TO;TO;TO;0.095900815
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;TO;0.2465741;0.0077234;TO; 0.292101; 0.074825;TO; 0.28956; 0.091188;TO; 0.356907; 0.09593;0.023079000000000002;TO; 0.356821; 0.097519;0.003828;TO; 0.203651; 0.061901;TO;TO;TO;TO;TO;0.087167685
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;TO;0.2355355;0.0120444;TO; 0.417389; 0.128975;TO; 0.390264; 0.092955;TO; 0.368275; 0.072462;0.01685;TO; 0.37165; 0.105887;0.004173;TO; 0.389781; 0.117387;TO;TO;TO;TO;TO;0.139470967
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;TO;0.26051939999999996;0.0230807;TO; 0.41288; 0.121321;TO; 0.403771; 0.093867;TO; 0.421235; 0.115385;0.035236;TO; 0.269539; 0.10098;0.004082;TO; 0.407171; 0.111789;TO;TO;TO;TO;TO;0.123205765
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;TO;0.25253919999999996;0.0130241;TO; 0.419172; 0.124435;TO; 0.443628; 0.107437;TO; 0.445769; 0.12539;0.03923;TO; 0.435414; 0.106149;0.0045520000000000005;TO; 0.360599; 0.145597;TO;TO;TO;TO;TO;0.115247744
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;TO;0.2509281;0.0126508;TO; 0.503521; 0.138638;TO; 0.473197; 0.115841;TO; 0.372273; 0.11599;0.02903;TO; 0.393292; 0.092233;0.0043289999999999995;TO; 0.264326; 0.083521;TO;TO;TO;TO;TO;0.22353674
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;TO;0.2217826;0.0113891;TO; 0.540554; 0.155376;TO; 0.34662; 0.084265;TO; 0.373231; 0.113292;0.028898999999999998;TO; 0.488101; 0.14476;0.005308;TO; 0.292761; 0.095085;TO;TO;TO;TO;TO;0.120179481
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;TO;0.081632;0.0095108;TO; 0.053754; 0.019987;TO; 0.054018; 0.018434;TO; 0.046259; 0.01506;0.002399;TO; 0.036527; 0.010893;0.000566;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.09413533599999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;TO;0.35211190000000003;0.0117956;TO; 0.487825; 0.123488;TO; 0.529325; 0.130675;TO; 0.506249; 0.127459;0.034108;TO; 0.506913; 0.15149;0.00656;TO; 0.483034; 0.136644;TO;TO;TO;TO;TO;0.20555189499999998
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;TO;0.0937558;0.009963699999999999;TO; 0.069886; 0.021903;TO; 0.077549; 0.022461;TO; 0.076952; 0.02469;0.004762000000000001;TO; 0.072142; 0.02038;0.000723;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.046610135
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;TO;0.09225259999999999;0.0099214;TO; 0.068261; 0.023399;TO; 0.10229; 0.031802;TO; 0.06609; 0.020813;0.003169;TO; 0.10487; 0.03192;0.001042;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.07011173600000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;TO;0.11656359999999999;0.0106946;TO; 0.126349; 0.03992;TO; 0.126123; 0.025135;TO; 0.127027; 0.034209;0.007561;TO; 0.118962; 0.034909;0.00132;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.057264271
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;TO;0.1389996;0.0166481;TO; 0.166361; 0.053639;TO; 0.154787; 0.04225;TO; 0.146112; 0.042628;0.008964;TO; 0.14132; 0.040649;0.0014629999999999999;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.137327871
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;TO;0.1569291;0.0112241;TO; 0.130076; 0.037534;TO; 0.136127; 0.041833;TO; 0.188503; 0.050034;0.012296;TO; 0.177384; 0.049092;0.00199;TO; 0.193423; 0.055858;ERR;TO;TO;TO;TO;0.102857808
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;TO;0.20674930000000002;0.0105993;TO; 0.184027; 0.05254;TO; 0.200629; 0.049609;TO; 0.206937; 0.049506;0.008386;TO; 0.202013; 0.04799;0.001962;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.095609152
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;TO;0.1398031;0.0099489;TO; 0.220569; 0.065547;TO; 0.228227; 0.064036;TO; 0.231345; 0.059528;0.016343;TO; 0.130672; 0.037713;0.001448;TO; 0.194603; 0.050943;ERR;TO;TO;TO;TO;0.11505385100000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;TO;0.0602584;0.0115152;TO; 0.026652; 0.011295;ERR;ERR;ERR;TO; 0.026883; 0.011638;0.001702;TO; 0.024727; 0.010241;0.00029;ERR;ERR;ERR;TO;TO;TO;TO;TO;0.027538046
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;TO;0.1565153;0.0155832;TO; 0.237903; 0.07376;TO; 0.251284; 0.068134;TO; 0.257912; 0.070377;0.017386;TO; 0.244486; 0.060688;0.002476;TO; 0.24792; 0.074745;TO;TO;TO;TO;TO;0.07326427299999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;TO;0.23602019999999999;0.0101972;TO; 0.296974; 0.079659;TO; 0.206077; 0.075275;TO; 0.287172; 0.081761;0.018406;TO; 0.253314; 0.074325;0.003223;TO; 0.161951; 0.051371;TO;TO;TO;TO;TO;0.18130354
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;TO;0.2410537;0.0185781;TO; 0.305798; 0.086493;TO; 0.233296; 0.086389;TO; 0.315816; 0.083912;0.021279;TO; 0.291097; 0.079791;0.0033220000000000003;TO; 0.181159; 0.057339;TO;TO;TO;TO;TO;0.14826013600000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;TO;0.2035837;0.0114372;TO; 0.354013; 0.097515;TO; 0.32023; 0.088855;TO; 0.331866; 0.087411;0.022426;TO; 0.320492; 0.086853;0.003147;TO; 0.332884; 0.090299;TO;TO;TO;TO;TO;0.182581067
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;TO;0.23927500000000002;0.0122394;TO; 0.38244; 0.120172;TO; 0.286727; 0.07991;TO; 0.314319; 0.097999;0.027902000000000003;TO; 0.358596; 0.095657;0.004227;TO; 0.355482; 0.117752;TO;TO;TO;TO;TO;0.127644284
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;TO;0.2853665;0.010131200000000002;TO; 0.407131; 0.118559;TO; 0.37332; 0.096235;TO; 0.378523; 0.102592;0.028457;TO; 0.3895; 0.10259;0.0044069999999999995;TO; 0.390903; 0.112033;TO;TO;TO;TO;TO;0.110245273
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;TO;0.3364158;0.0115079;TO; 0.441452; 0.128378;TO; 0.398881; 0.106163;TO; 0.380999; 0.107018;0.023504999999999998;TO; 0.42136; 0.118884;0.004143;TO; 0.387968; 0.096536;TO;TO;TO;TO;TO;0.125007414
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;TO;0.36177519999999996;0.0077658;TO; 0.417054; 0.116957;TO; 0.366219; 0.100468;TO; 0.433538; 0.107929;0.035168000000000005;TO; 0.39037; 0.106588;0.002885;TO;MISSING;MISSING;TO;TO;TO;TO;TO;0.162108147
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;TO;0.2641517;0.011628000000000001;TO; 0.480933; 0.142618;TO; 0.371451; 0.111035;TO; 0.461343; 0.131929;0.036836;TO; 0.46022; 0.126464;0.004641;TO; 0.365232; 0.107745;TO;TO;TO;TO;TO;0.190248806
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;TO;0.2613663;0.0091828;TO; 0.473532; 0.128432;TO; 0.492386; 0.122775;TO; 0.482308; 0.123569;0.036216;TO; 0.479719; 0.13673;0.0029779999999999997;TO;MISSING;MISSING;TO;TO;TO;TO;TO;0.23425476899999997
