name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pymata-interpretation;pymata-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/diff_unsat-950-rhs.mata;2.46; 0.494309; 0.144386; 1.59423; 0.595497; 0.000509; false; 2.86125;1.52; 0.281074; 0.084554; 0.930149; 0.398125; 0.000282; false; 1.71785;2.46; 0.505325; 0.127986; 0.000983; 1.52048; 0.637048; 0.000281; false; 2.82012;15.5; 0.6217; 0.0000; 11.8010; 3.1650; 0.0020; False; 14.9682; 15.5973
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-100-rhs.mata;0.07; 0.050618; 0.017185; 0.010463; 0.006492; 2.3e-05; false; 0.087375;0.06; 0.044359; 0.014052; 0.009582; 0.006081; 2.2e-05; false; 0.076221;0.06; 0.045165; 0.014998; 0.005707; 0.004292; 0.002497; 2e-05; false; 0.075182;1.3; 0.0785; 0.0000; 0.0627; 0.0169; 0.0004; False; 0.0802; 0.1593
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-1000-rhs.mata;2.19; 0.503691; 0.14836; 1.37123; 0.444188; 0.000341; false; 2.50285;2.9; 0.499892; 0.13578; 1.82828; 0.767208; 0.000604; false; 3.27;2.03; 0.511993; 0.148813; 0.001484; 1.13914; 0.486143; 0.000265; false; 2.32864;17.13; 0.6622; 0.0000; 12.9563; 3.8790; 0.0047; False; 16.8402; 17.5124
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-150-rhs.mata;0.13; 0.076805; 0.024349; 0.025144; 0.018363; 3.5e-05; false; 0.148076;0.07; 0.043908; 0.014677; 0.013724; 0.011154; 2.3e-05; false; 0.085683;0.12; 0.079477; 0.024784; 0.016149; 0.011237; 0.00701; 2.4e-05; false; 0.14192;1.19; 0.0763; 0.0000; 0.1128; 0.0298; 0.0004; False; 0.1430; 0.2197
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-200-rhs.mata;0.19; 0.10271; 0.031285; 0.051023; 0.032573; 6.8e-05; false; 0.222728;0.18; 0.087053; 0.027581; 0.045951; 0.039186; 7.1e-05; false; 0.204511;0.18; 0.102823; 0.03059; 0.025972; 0.021118; 0.013338; 3.7e-05; false; 0.198464;1.39; 0.0943; 0.0000; 0.2018; 0.0562; 0.0004; False; 0.2585; 0.3539
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-250-rhs.mata;0.25; 0.126703; 0.037393; 0.077987; 0.046386; 5.4e-05; false; 0.293776;0.26; 0.125117; 0.035983; 0.080945; 0.049137; 5.4e-05; false; 0.296402;0.24; 0.125156; 0.03449; 0.047491; 0.0324; 0.023142; 7.3e-05; false; 0.267657;1.71; 0.1826; 0.0000; 0.4776; 0.1145; 0.0009; False; 0.5931; 0.7779
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-300-rhs.mata;0.33; 0.151522; 0.04107; 0.121227; 0.064781; 6.4e-05; false; 0.384646;0.22; 0.113603; 0.025575; 0.067016; 0.041317; 4.7e-05; false; 0.251322;0.31; 0.150533; 0.043401; 0.064863; 0.048847; 0.028587; 6e-05; false; 0.341626;2.17; 0.2233; 0.0000; 0.7772; 0.1934; 0.0010; False; 0.9717; 1.1975
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-350-rhs.mata;0.41; 0.173986; 0.045783; 0.156899; 0.0729; 7.1e-05; false; 0.456033;0.46; 0.177292; 0.049657; 0.172712; 0.096673; 0.00017; false; 0.503949;0.3; 0.099383; 0.031071; 0.077539; 0.068636; 0.041803; 5.3e-05; false; 0.322859;2.22; 0.1510; 0.0000; 0.8960; 0.2371; 0.0011; False; 1.1344; 1.2888
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-400-rhs.mata;0.5; 0.199139; 0.047701; 0.213076; 0.105345; 9.5e-05; false; 0.57351;0.55; 0.201288; 0.054246; 0.234115; 0.118107; 0.00011; false; 0.618145;0.51; 0.20377; 0.054955; 0.13813; 0.090162; 0.056795; 8.1e-05; false; 0.552536;3.31; 0.3103; 0.0000; 1.4863; 0.4986; 0.0013; False; 1.9863; 2.2982
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-450-rhs.mata;0.64; 0.225199; 0.05758; 0.282521; 0.148384; 0.000179; false; 0.724125;0.69; 0.235438; 0.057744; 0.312971; 0.156773; 0.000139; false; 0.77409;0.66; 0.23898; 0.066555; 0.203518; 0.12724; 0.074208; 6.8e-05; false; 0.719491;3.16; 0.1950; 0.0000; 1.6561; 0.5780; 0.0016; False; 2.2358; 2.4330
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-50-rhs.mata;0.03; 0.024585; 0.01147; 0.002535; 0.001727; 1.8e-05; false; 0.043299;0.03; 0.022608; 0.009928; 0.002322; 0.001322; 1.4e-05; false; 0.038723;0.03; 0.023888; 0.009861; 0.0019; 0.001173; 0.000482; 1.1e-05; false; 0.039413;1.25; 0.0374; 0.0000; 0.0104; 0.0026; 0.0001; False; 0.0133; 0.0520
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-500-rhs.mata;0.69; 0.218883; 0.058299; 0.347308; 0.15639; 0.000138; false; 0.7922;0.76; 0.249828; 0.066409; 0.363022; 0.182776; 0.000148; false; 0.874718;0.63; 0.234613; 0.065115; 0.000413; 0.282004; 0.114068; 9.7e-05; false; 0.706885;4.63; 0.3631; 0.0000; 2.6052; 0.9019; 0.0024; False; 3.5097; 3.8761
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-550-rhs.mata;1.0; 0.287347; 0.081021; 0.497696; 0.248683; 0.00022; false; 1.13;0.56; 0.163652; 0.051838; 0.28352; 0.145133; 0.000224; false; 0.653136;0.81; 0.163334; 0.057982; 0.000479; 0.468411; 0.234697; 0.000157; false; 0.939172;5.39; 0.2693; 0.0000; 3.3825; 1.1129; 0.0021; False; 4.4975; 4.7690
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-600-rhs.mata;0.75; 0.194383; 0.053381; 0.372884; 0.242968; 0.000171; false; 0.875943;0.82; 0.300961; 0.054514; 0.422822; 0.159173; 0.000133; false; 0.949227;1.08; 0.337866; 0.083941; 0.000593; 0.559992; 0.224372; 0.000162; false; 1.22206;5.96; 0.4358; 0.0000; 3.6263; 1.1308; 0.0038; False; 4.7610; 5.2054
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-650-rhs.mata;0.77; 0.191903; 0.055152; 0.414718; 0.212238; 0.000263; false; 0.885694;1.24; 0.294044; 0.076601; 0.615141; 0.390166; 0.000246; false; 1.3918;1.06; 0.196125; 0.055571; 0.000303; 0.643236; 0.316174; 0.000203; false; 1.22397;7.28; 0.4499; 0.0000; 5.0504; 1.3501; 0.0038; False; 6.4044; 6.8581
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-700-rhs.mata;1.3; 0.326851; 0.088294; 0.700881; 0.339677; 0.003815; false; 1.47762;0.92; 0.207899; 0.064312; 0.532789; 0.212988; 0.00246; false; 1.03283;0.88; 0.210374; 0.072361; 0.000352; 0.506455; 0.225813; 0.003629; false; 1.03279;9.5; 0.5318; 0.0000; 6.6505; 1.9645; 0.0086; False; 8.6239; 9.1633
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-750-rhs.mata;1.32; 0.231007; 0.068595; 0.826564; 0.367209; 0.000263; false; 1.50878;1.07; 0.226513; 0.070956; 0.603692; 0.307558; 0.000272; false; 1.22515;1.6; 0.388765; 0.096222; 0.000653; 0.924886; 0.412275; 0.000242; false; 1.84675;10.25; 0.5766; 0.0000; 7.3278; 2.0881; 0.0064; False; 9.4224; 10.0080
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-800-rhs.mata;1.31; 0.249249; 0.073615; 0.723988; 0.458565; 0.00034; false; 1.52063;1.49; 0.397607; 0.105537; 0.755961; 0.399688; 0.000336; false; 1.68085;1.92; 0.41188; 0.104741; 0.000773; 1.14684; 0.47341; 0.000443; false; 2.16338;10.26; 0.3449; 0.0000; 7.1172; 2.5678; 0.0130; False; 9.6982; 10.0502
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-850-rhs.mata;1.9; 0.416344; 0.106911; 1.1546; 0.460902; 0.000375; false; 2.16091;1.65; 0.399842; 0.069996; 0.895271; 0.510979; 0.000305; false; 1.89418;1.5; 0.440023; 0.115399; 0.000981; 0.78184; 0.333651; 0.000186; false; 1.69855;11.48; 0.6519; 0.0000; 8.2024; 2.6267; 0.0078; False; 10.8370; 11.5028
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-900-rhs.mata;2.06; 0.46294; 0.124835; 1.23843; 0.50127; 0.000324; false; 2.35177;1.82; 0.259246; 0.078953; 1.14974; 0.572092; 0.000255; false; 2.079;2.16; 0.475193; 0.119743; 0.000861; 1.29729; 0.54186; 0.000422; false; 2.46102;13.83; 0.5795; 0.0000; 10.5499; 2.7891; 0.0041; False; 13.3432; 13.9372
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;1.61; 0.359836; 0.087956; 0.951529; 0.42566; 0.000396; false; 1.84605;2.38; 0.496694; 0.111954; 1.45582; 0.628658; 0.000668; false; 2.72398;2.17; 0.487609; 0.130137; 0.001014; 1.35704; 0.458527; 0.000193; false; 2.46454;14.88; 0.3988; 0.0000; 11.6155; 3.2811; 0.0029; False; 14.8996; 15.3043
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;0.08; 0.054734; 0.019752; 0.010706; 0.008001; 2e-06; true; 0.096031;0.07; 0.049867; 0.016916; 0.011682; 0.007601; 4e-06; true; 0.088962;0.06; 0.04195; 0.013633; 0.005129; 0.004019; 0.002616; 1e-06; true; 0.069414;0.99; 0.0520; 0.0000; 0.0334; 0.0092; 0.0000; True; 0.0426; 0.0949
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;2.7; 0.447839; 0.119942; 1.55538; 0.875145; 5e-06; true; 3.02156;2.0; 0.511003; 0.142608; 1.14768; 0.431225; 2e-06; true; 2.26154;2.84; 0.505502; 0.1289; 0.001048; 1.86346; 0.732025; 4e-06; true; 3.26174;17.32; 0.4883; 0.0000; 13.6150; 3.8008; 0.0000; True; 17.4159; 17.9107
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;0.12; 0.073672; 0.023746; 0.025277; 0.020491; 3e-06; true; 0.146324;0.12; 0.075245; 0.019989; 0.028772; 0.015371; 2e-06; true; 0.142177;0.12; 0.074604; 0.023028; 0.017778; 0.010937; 0.00768; 3e-06; true; 0.137263;1.22; 0.1029; 0.0000; 0.1568; 0.0344; 0.0000; True; 0.1913; 0.2944
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;0.11; 0.058785; 0.019957; 0.026337; 0.01989; 4e-06; true; 0.127634;0.2; 0.103787; 0.032031; 0.050919; 0.035748; 3e-06; true; 0.226833;0.18; 0.103811; 0.030847; 0.030826; 0.02175; 0.013708; 3e-06; true; 0.205002;1.77; 0.1613; 0.0000; 0.3200; 0.0811; 0.0000; True; 0.4012; 0.5629
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;0.18; 0.107665; 0.022721; 0.046091; 0.028333; 2e-06; true; 0.208305;0.26; 0.105609; 0.034708; 0.08817; 0.06046; 3e-06; true; 0.294325;0.14; 0.072791; 0.021877; 0.029238; 0.016319; 0.013884; 2e-06; true; 0.156959;1.79; 0.1616; 0.0000; 0.4630; 0.1249; 0.0000; True; 0.5880; 0.7499
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;0.21; 0.103867; 0.024949; 0.064709; 0.039656; 2e-06; true; 0.236426;0.2; 0.084447; 0.025273; 0.067478; 0.039778; 2e-06; true; 0.220281;0.19; 0.084395; 0.026076; 0.04276; 0.025093; 0.02018; 3e-06; true; 0.202461;1.72; 0.1322; 0.0000; 0.6983; 0.1815; 0.0000; True; 0.8799; 1.0140
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;0.41; 0.172768; 0.048324; 0.160515; 0.088184; 3e-06; true; 0.47665;0.42; 0.175731; 0.046318; 0.161269; 0.085131; 4e-06; true; 0.474907;0.38; 0.152714; 0.046974; 0.095884; 0.065613; 0.037742; 4e-06; true; 0.406491;2.21; 0.2636; 0.0000; 0.8277; 0.2339; 0.0000; True; 1.0617; 1.3256
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;0.52; 0.201035; 0.051342; 0.216097; 0.114369; 4e-06; true; 0.590957;0.53; 0.199295; 0.054446; 0.225073; 0.114078; 3e-06; true; 0.601929;0.48; 0.198932; 0.047639; 0.125584; 0.09161; 0.049915; 3e-06; true; 0.520768;3.27; 0.3049; 0.0000; 1.6188; 0.4855; 0.0000; True; 2.1044; 2.4102
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;0.67; 0.209821; 0.056955; 0.296286; 0.179065; 3e-06; true; 0.752808;0.51; 0.213917; 0.059178; 0.192066; 0.102171; 3e-06; true; 0.576637;0.42; 0.137591; 0.041845; 0.133749; 0.093524; 0.043801; 2e-06; true; 0.455718;3.33; 0.1941; 0.0000; 1.8497; 0.6178; 0.0000; True; 2.4675; 2.6628
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;0.02; 0.013393; 0.006378; 0.001155; 0.000808; 2e-06; true; 0.022965;0.02; 0.02441; 0.008008; 0.001191; 0.000779; 2e-06; true; 0.035839;0.03; 0.025591; 0.011368; 0.001921; 0.001171; 0.000501; 2e-06; true; 0.042484;1.08; 0.0267; 0.0000; 0.0081; 0.0017; 0.0000; True; 0.0099; 0.0372
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;0.68; 0.266465; 0.071031; 0.301634; 0.113185; 3e-06; true; 0.76221;0.79; 0.259833; 0.072028; 0.365894; 0.185217; 4e-06; true; 0.896217;0.73; 0.241246; 0.064628; 0.000468; 0.340652; 0.158097; 4e-06; true; 0.815665;4.52; 0.3749; 0.0000; 2.5319; 0.7716; 0.0000; True; 3.3035; 3.6805
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;0.63; 0.254122; 0.048647; 0.275085; 0.143489; 4e-06; true; 0.72895;0.97; 0.246146; 0.075928; 0.536627; 0.233045; 4e-06; true; 1.10386;0.65; 0.161858; 0.050374; 0.000293; 0.366152; 0.163738; 5e-06; true; 0.752252;5.2; 0.4166; 0.0000; 3.0776; 0.9862; 0.0000; True; 4.0639; 4.4836
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;0.71; 0.205294; 0.052691; 0.370685; 0.171397; 3e-06; true; 0.810237;1.25; 0.320891; 0.085708; 0.735417; 0.258496; 5e-06; true; 1.41661;0.74; 0.215083; 0.048705; 0.000279; 0.338131; 0.244079; 3e-06; true; 0.855392;6.12; 0.2718; 0.0000; 4.0851; 1.3536; 0.0000; True; 5.4388; 5.7146
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;1.25; 0.336046; 0.093358; 0.663435; 0.31053; 4e-06; true; 1.42171;1.12; 0.287363; 0.081161; 0.61701; 0.269347; 4e-06; true; 1.26883;1.08; 0.29132; 0.076804; 0.000483; 0.587812; 0.267362; 3e-06; true; 1.23659;7.96; 0.5291; 0.0000; 5.3214; 1.5934; 0.0000; True; 6.9149; 7.4473
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;0.85; 0.206022; 0.061974; 0.476687; 0.22404; 3e-06; true; 0.978995;0.93; 0.345463; 0.06002; 0.438682; 0.214644; 3e-06; true; 1.06861;1.43; 0.344632; 0.092428; 0.000686; 0.837926; 0.337894; 1.4e-05; true; 1.63357;7.89; 0.3135; 0.0000; 5.6181; 1.7702; 0.0000; True; 7.3884; 7.7061
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;1.55; 0.383365; 0.108677; 0.855383; 0.400311; 3e-06; true; 1.7626;1.58; 0.385987; 0.105789; 0.96394; 0.332549; 3e-06; true; 1.80888;1.76; 0.384765; 0.119976; 0.000941; 1.04207; 0.42775; 5e-06; true; 1.99707;9.34; 0.3194; 0.0000; 6.8333; 2.0040; 0.0000; True; 8.8375; 9.1633
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;1.74; 0.417112; 0.11564; 1.13773; 0.390731; 4e-06; true; 2.08137;1.23; 0.237337; 0.07571; 0.748119; 0.306569; 4e-06; true; 1.38492;1.52; 0.281641; 0.077331; 0.00049; 1.01085; 0.403641; 4e-06; true; 1.78987;10.63; 0.3458; 0.0000; 7.9641; 2.3670; 0.0000; True; 10.3312; 10.6806
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;1.54; 0.391361; 0.10392; 0.930258; 0.328361; 4e-06; true; 1.77212;2.08; 0.387912; 0.104717; 1.14357; 0.686179; 5e-06; true; 2.34123;1.32; 0.300996; 0.076433; 0.000431; 0.772841; 0.337661; 3e-06; true; 1.50334;10.84; 0.3631; 0.0000; 8.5283; 2.0435; 0.0000; True; 10.5719; 10.9385
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;1.35; 0.265247; 0.084981; 0.827457; 0.361596; 3e-06; true; 1.55312;1.63; 0.429172; 0.07716; 0.950869; 0.353828; 3e-06; true; 1.82449;2.5; 0.457632; 0.129833; 0.001112; 1.61113; 0.584913; 4e-06; true; 2.81048;11.6; 0.6384; 0.0000; 8.9283; 2.1724; 0.0000; True; 11.1009; 11.7429
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;1.8; 0.399426; 0.075333; 0.976445; 0.599816; 4e-06; true; 2.06684;2.25; 0.478719; 0.136688; 1.30387; 0.636743; 5e-06; true; 2.58308;2.22; 0.414222; 0.10862; 0.000778; 1.41226; 0.56924; 4e-06; true; 2.52684;11.34; 0.4358; 0.0000; 8.6040; 2.1483; 0.0000; True; 10.7524; 11.1926
