name;automata-runtime;automata-construction;automata-trim;automata-compl;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-compl;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_17.0.mata;0.22; 0.1266378000;0.0088499; 0.0763121000; 0.0001801000; False; 0.0876057000; 0.2970862000;0.75; 0.0446402000;0.0073939; 0.0598194000; 0.0002358000; False; 0.0699301000; 0.1749231000;2.5; 0.216180686; 0.207060549; 0.058882773; 0.003122064; false; 0.279710939; 0.801314098
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/MADWiFi-encode_ie_ok_true-unreach-call.i_7.0.mata;0.22; 0.1056076000;0.0087278; 0.0710066000; 0.0002433000; False; 0.0823038000; 0.2844373000;0.79; 0.0650159000;0.0097029; 0.0734460000; 0.0002477000; False; 0.0859308000; 0.2382953000;2.3; 0.181313004; 0.27061409; 0.065504983; 0.011348587; false; 0.353386087; 0.775931151
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_127.0.mata;0.17; 0.0621091000;0.0182862; 0.0515038000; 0.0002248000; False; 0.0724116000; 0.2089369000;0.88; 0.0522020000;0.0093126; 0.0532174000; 0.0002434000; False; 0.0653028000; 0.2139791000;1.81; 0.058195278; 0.16417049; 0.046888664; 0.001789712; false; 0.218957277; 0.506187608
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_1657.0.mata;2.67; 1.8220658000;0.0093513; 0.4496132000; 0.0003441000; False; 0.4619984000; 3.0044690000;3.63; 2.1375262000;0.0099086; 0.4489337000; 0.0002673000; False; 0.4618031000; 3.1725059000;25.7; 2.122133101; 19.242803389; 0.16058704; 0.003993163; false; 19.44243026; 22.816558263
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_187.0.mata;0.44; 0.2485096000;0.0095923; 0.0996606000; 0.0002421000; False; 0.1122885000; 0.4769802000;1.16; 0.2280706000;0.009658499999999999; 0.1002021000; 0.0003215000; False; 0.1126996000; 0.4516619000;4.28; 0.329527242; 0.970386734; 0.113741803; 0.015116665; false; 1.106260223; 1.942312229
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_2207.0.mata;0.25; 0.0754933000;0.0080823; 0.0997343000; 0.0002646000; False; 0.1104582000; 0.2645062000;0.9; 0.0781536000;0.0090877; 0.0687054000; 0.0002778000; False; 0.0805702000; 0.3104063000;3.04; 0.245849566; 0.469223623; 0.035003672; 0.002061742; false; 0.516789259; 1.128603592
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_2317.0.mata;0.25; 0.1279587000;0.0068064; 0.0797931000; 0.0001507000; False; 0.0974032000; 0.3200006000;1.09; 0.1203539000;0.008895299999999998; 0.1312395000; 0.0002656000; False; 0.1426996000; 0.3931781000;4.09; 0.248903808; 0.825779076; 0.063302916; 0.001982642; false; 0.912828027; 1.623729768
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_237.0.mata;0.17; 0.0532333000;0.0198651; 0.0509038000; 0.0001993000; False; 0.0757055000; 0.1996964000;1.01; 0.0391111000;0.0103967; 0.0528328000; 0.0002002000; False; 0.0662163000; 0.1638523000;1.42; 0.051404192; 0.159677398; 0.039802558; 0.002907605; false; 0.210287865; 0.419763756
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_276.0.mata;0.25; 0.1879854000;0.023125899999999998; 0.1023929000; 0.0002712000; False; 0.1286608000; 0.4360983000;0.97; 0.0555848000;0.0058811; 0.1072354000; 0.0002065000; False; 0.1151980000; 0.2310672000;3.14; 0.129336811; 0.407419217; 0.030052552; 0.002011611; false; 0.445891561; 0.817108652
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_297.0.mata;0.33; 0.1434048000;0.009705; 0.1427654000; 0.0002147000; False; 0.1554929000; 0.3842707000;1.02; 0.0969301000;0.005748799999999999; 0.0999839000; 0.0002311000; False; 0.1076430000; 0.2644732000;3.41; 0.283157407; 0.745666498; 0.043702128; 0.001864181; false; 0.797615811; 1.375701138
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_597.0.mata;0.29; 0.1506594000;0.0087959; 0.0883445000; 0.0003028000; False; 0.0998366000; 0.3291988000;1.06; 0.1115025000;0.0096751; 0.0949418000; 0.0002736000; False; 0.1080913000; 0.2910094000;3.74; 0.241274058; 0.762029279; 0.075424288; 0.00738387; false; 0.859988292; 1.465232559
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_657.0.mata;0.31; 0.1438121000;0.0098675; 0.0952398000; 0.0003357000; False; 0.1080862000; 0.3375469000;1.03; 0.1303722000;0.017238899999999998; 0.1262912000; 0.0003345000; False; 0.1484504000; 0.3602636000;4.15; 0.271056705; 0.959412155; 0.054495562; 0.00206453; false; 1.022745465; 1.695001696
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_670.0.mata;0.29; 0.1028570000;0.009536300000000001; 0.0985888000; 0.0002145000; False; 0.1108383000; 0.2977883000;1.1; 0.2038718000;0.0094019; 0.1423451000; 0.0003199000; False; 0.1545869000; 0.4999140000;4.05; 0.335462652; 0.963183269; 0.109997315; 0.002110216; false; 1.091306107; 1.913587033
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_671.0.mata;0.34; 0.1719799000;0.0096323; 0.1426410000; 0.0002523000; False; 0.1555223000; 0.4907577000;1.08; 0.2396183000;0.0096811; 0.1511383000; 0.0003135000; False; 0.1640636000; 0.5571444000;3.75; 0.217092681; 0.831326702; 0.04670055; 0.00193318; false; 0.886643394; 1.472397618
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_673.0.mata;0.48; 0.2630305000;0.0102352; 0.1425612000; 0.0002096000; False; 0.1556840000; 0.5478005000;1.25; 0.4590483000;0.0086538; 0.2413560000; 0.0002972000; False; 0.2658486000; 0.8831396000;4.6; 0.288531078; 0.972737298; 0.103742248; 0.002037356; false; 1.087864257; 1.993439934
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_678.0.mata;0.46; 0.2423692000;0.010467200000000001; 0.0975513000; 0.0003074000; False; 0.1111918000; 0.5353644000;1.22; 0.2746999000;0.0145648; 0.0948511000; 0.0003069000; False; 0.1117466000; 0.5317475000;4.33; 0.253017815; 0.966698024; 0.066960009; 0.002447354; false; 1.043669692; 1.899689351
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/Primes_true-unreach-call.c_798.0.mata;4.12; 3.0438147000;0.0061558; 0.4061901000; 0.0003655000; False; 0.4149525000; 4.5704507000;5.02; 3.5518515000;0.0089943; 0.4634324000; 0.0003570000; False; 0.4753076000; 4.8579197000;41.95; 2.687449676; 35.583552612; 0.159723663; 0.002178816; false; 35.752031844; 40.216124917
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested6_true-unreach-call.i_7.0.mata;0.17; 0.0412436000;0.010223900000000001; 0.0734402000; 0.0001818000; False; 0.0866646000; 0.1801301000;0.88; 0.0298368000;0.009452799999999999; 0.0507968000; 0.0002762000; False; 0.0632158000; 0.1335676000;1.29; 0.045072019; 0.081298172; 0.02212258; 0.002121575; false; 0.116323345; 0.264597837
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1070.0.mata;0.2; 0.0450899000;0.0090637; 0.0773647000; 0.0002830000; False; 0.0893308000; 0.1903671000;0.94; 0.0536685000;0.0181328; 0.0846911000; 0.0003149000; False; 0.1103587000; 0.2344077000;1.73; 0.067999559; 0.140641395; 0.041655253; 0.002078917; false; 0.191314996; 0.467414198
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1072.0.mata;0.19; 0.0533161000;0.0091231; 0.0772782000; 0.0002467000; False; 0.0893752000; 0.2023994000;0.88; 0.0506932000;0.0082793; 0.0865021000; 0.0002341000; False; 0.0975383000; 0.2019503000;2.09; 0.101400216; 0.17491585; 0.029371104; 0.001920661; false; 0.213479716; 0.525631251
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1107.0.mata;0.2; 0.0567212000;0.0062967; 0.1021431000; 0.0002867000; False; 0.1107703000; 0.2168717000;1.06; 0.0983246000;0.0107029; 0.1300253000; 0.0004128000; False; 0.1438483000; 0.3139147000;2.85; 0.137209744; 0.24678157; 0.036777284; 0.002044858; false; 0.292485539; 0.743000033
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1117.0.mata;0.19; 0.0399092000;0.0103521; 0.0865888000; 0.0002247000; False; 0.0991128000; 0.1887893000;0.93; 0.0840682000;0.0108999; 0.1311336000; 0.0003946000; False; 0.1499422000; 0.4001258000;2.36; 0.134946647; 0.189090632; 0.029822119; 0.001982512; false; 0.236805856; 0.646933325
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1170.0.mata;0.25; 0.1132908000;0.0101368; 0.1521331000; 0.0001955000; False; 0.1650843000; 0.3617185000;0.82; 0.0408261000;0.0057319; 0.0637689000; 0.0002937000; False; 0.0716441000; 0.1516830000;2.47; 0.136021803; 0.208378093; 0.031055705; 0.001875115; false; 0.24763963; 0.594759492
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1172.0.mata;0.23; 0.0972543000;0.022970400000000002; 0.1236904000; 0.0003196000; False; 0.1497727000; 0.3721801000;0.99; 0.0737196000;0.010028; 0.1035995000; 0.0003323000; False; 0.1167120000; 0.2777275000;2.39; 0.124388954; 0.198223511; 0.044966714; 0.001888999; false; 0.266222475; 0.664844625
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1307.0.mata;0.18; 0.0436344000;0.009555000000000001; 0.0748813000; 0.0002173000; False; 0.0873937000; 0.1794738000;0.91; 0.0283986000;0.0060068; 0.0714691000; 0.0002214000; False; 0.0798266000; 0.1485528000;1.77; 0.100042236; 0.209684753; 0.053438362; 0.002178378; false; 0.271755794; 0.577778785
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1317.0.mata;0.19; 0.0903497000;0.0073996999999999995; 0.0782350000; 0.0001663000; False; 0.0878124000; 0.3043918000;0.88; 0.0294133000;0.0078742; 0.1182084000; 0.0002477000; False; 0.1293585000; 0.2057920000;1.97; 0.0821644; 0.226591747; 0.056355302; 0.002122905; false; 0.301821774; 0.591567592
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1337.0.mata;0.24; 0.0704038000;0.009389400000000001; 0.1144665000; 0.0003648000; False; 0.1270668000; 0.2730755000;0.94; 0.0616973000;0.0097909; 0.0932114000; 0.0003024000; False; 0.1062996000; 0.2302757000;2.38; 0.076365885; 0.182065208; 0.034300337; 0.001805863; false; 0.225650684; 0.512975928
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1357.0.mata;0.22; 0.0910502000;0.0100558; 0.0858588000; 0.0003187000; False; 0.0990214000; 0.3001528000;0.98; 0.0974328000;0.010571299999999999; 0.0922758000; 0.0002524000; False; 0.1061622000; 0.2746766000;2.63; 0.124050439; 0.278410247; 0.033705908; 0.002251903; false; 0.321245104; 0.759317156
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1370.0.mata;0.25; 0.0816084000;0.015970699999999997; 0.1668346000; 0.0003692000; False; 0.1860237000; 0.3422577000;0.98; 0.0753056000;0.0239724; 0.1431380000; 0.0003305000; False; 0.1753592000; 0.3461578000;2.89; 0.212288637; 0.341870479; 0.048512341; 0.004129561; false; 0.412470397; 1.008291987
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1371.0.mata;0.27; 0.0730723000;0.010238500000000001; 0.1135538000; 0.0003691000; False; 0.1273818000; 0.2706352000;1.08; 0.0760286000;0.0108425; 0.1157491000; 0.0003526000; False; 0.1299113000; 0.3265066000;2.83; 0.16939305; 0.256032087; 0.03692254; 0.002030634; false; 0.301699293; 0.795176983
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1375.0.mata;0.25; 0.1031863000;0.0096985; 0.1865611000; 0.0003306000; False; 0.2035588000; 0.4345194000;0.97; 0.0632490000;0.0102623; 0.1432259000; 0.0003130000; False; 0.1699208000; 0.2843977000;2.53; 0.083280422; 0.250925275; 0.032250206; 0.002083957; false; 0.293042993; 0.637480284
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1379.0.mata;0.23; 0.0788925000;0.019014899999999998; 0.0894859000; 0.0002206000; False; 0.1158216000; 0.2861052000;1.07; 0.1468136000;0.0097912; 0.1029619000; 0.0003364000; False; 0.1158372000; 0.3757453000;2.67; 0.132867518; 0.344246476; 0.053006999; 0.001706906; false; 0.43606346; 0.83992488
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1427.0.mata;0.27; 0.0711832000;0.0103769; 0.1519029000; 0.0003528000; False; 0.1655670000; 0.3049414000;1.03; 0.0784218000;0.0102733; 0.1460665000; 0.0003204000; False; 0.1593268000; 0.3041205000;2.63; 0.12387233; 0.272621922; 0.042046642; 0.002177601; false; 0.323835645; 0.681437036
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1437.0.mata;0.2; 0.1033662000;0.009491900000000001; 0.0842551000; 0.0002936000; False; 0.0965340000; 0.2789315000;0.96; 0.0504630000;0.0076489; 0.0590340000; 0.0002111000; False; 0.0687427000; 0.1785546000;2.14; 0.109696594; 0.193168172; 0.067043852; 0.002035346; false; 0.276279789; 0.60663832
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1471.0.mata;0.26; 0.0615087000;0.0096687; 0.1768143000; 0.0003094000; False; 0.1892308000; 0.3129126000;1.03; 0.0619077000;0.0100777; 0.1156357000; 0.0002128000; False; 0.1286517000; 0.2400075000;2.21; 0.086048123; 0.259637072; 0.030173467; 0.002130533; false; 0.298180517; 0.568850384
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1475.0.mata;0.3; 0.0909458000;0.011016399999999999; 0.1655910000; 0.0003610000; False; 0.1800400000; 0.3557873000;1.0; 0.0602247000;0.0090407; 0.0901722000; 0.0002987000; False; 0.1017527000; 0.2643881000;2.78; 0.119691855; 0.24587777; 0.027819837; 0.001606168; false; 0.280501528; 0.719670229
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1477.0.mata;0.25; 0.0642246000;0.0099005; 0.1119816000; 0.0003314000; False; 0.1246958000; 0.2525588000;1.01; 0.1269778000;0.0080407; 0.0920318000; 0.0002315000; False; 0.1028520000; 0.3527483000;2.18; 0.081242704; 0.21251868; 0.027389122; 0.00267725; false; 0.249743793; 0.570896677
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1479.0.mata;0.29; 0.0852390000;0.010428999999999999; 0.1536010000; 0.0003312000; False; 0.1672186000; 0.3228839000;1.09; 0.0631297000;0.0061945; 0.1058299000; 0.0001787000; False; 0.1139686000; 0.2423696000;3.0; 0.150474109; 0.286944129; 0.035009175; 0.002491838; false; 0.331709175; 0.745590058
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1575.0.mata;0.3; 0.0904501000;0.0246316; 0.1935651000; 0.0002296000; False; 0.2221298000; 0.3988915000;1.01; 0.1023268000;0.0095446; 0.1232784000; 0.0003558000; False; 0.1363130000; 0.3217158000;3.03; 0.136613606; 0.308117552; 0.062913241; 0.006014083; false; 0.401866672; 0.861430283
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1578.0.mata;0.29; 0.1167405000;0.0099174; 0.1234042000; 0.0003322000; False; 0.1364677000; 0.3614287000;1.13; 0.1288849000;0.0104871; 0.1417688000; 0.0003272000; False; 0.1555908000; 0.3478422000;2.81; 0.164248116; 0.253204244; 0.033085064; 0.001958659; false; 0.295271963; 0.778859374
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1597.0.mata;0.32; 0.0992947000;0.0099577; 0.1815779000; 0.0003139000; False; 0.1946926000; 0.4052955000;1.09; 0.1667930000;0.0106812; 0.1391413000; 0.0003092000; False; 0.1532853000; 0.4665436000;3.24; 0.16465491; 0.321483597; 0.034642887; 0.002284303; false; 0.366857901; 0.889795876
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1676.0.mata;0.31; 0.1855343000;0.025189899999999998; 0.1997616000; 0.0003647000; False; 0.2374327000; 0.5555501000;1.09; 0.0905253000;0.0104793; 0.1557456000; 0.0004144000; False; 0.1696545000; 0.3350171000;3.19; 0.156776881; 0.339487176; 0.082514195; 0.002915954; false; 0.441605071; 0.895484251
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1677.0.mata;0.35; 0.1109950000;0.011541500000000001; 0.1416791000; 0.0003977000; False; 0.1566511000; 0.3517196000;1.07; 0.1053435000;0.0110472; 0.1349292000; 0.0003182000; False; 0.1495455000; 0.3843940000;3.18; 0.235130696; 0.410988922; 0.03547734; 0.012167285; false; 0.465514848; 0.990525403
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1679.0.mata;0.35; 0.1450943000;0.0241357; 0.2179637000; 0.0003386000; False; 0.2451269000; 0.5103367000;1.09; 0.1058978000;0.0105877; 0.1346656000; 0.0003060000; False; 0.1487752000; 0.3348406000;3.11; 0.193973467; 0.393849739; 0.030828037; 0.001309046; false; 0.431040629; 0.938149665
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_17.0.mata;0.16; 0.0367639000;0.0063174; 0.0599287000; 0.0003275000; False; 0.0686432000; 0.1577195000;0.97; 0.0472082000;0.0140115; 0.1153467000; 0.0002662000; False; 0.1321393000; 0.2537666000;2.14; 0.163714467; 0.15716539; 0.034072215; 0.003031974; false; 0.211077932; 0.633282936
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1703.0.mata;0.31; 0.0939644000;0.0130169; 0.1859557000; 0.0002927000; False; 0.2091350000; 0.4396839000;1.03; 0.0845636000;0.0061248; 0.0832566000; 0.0002201000; False; 0.0923082000; 0.2301422000;3.06; 0.212201777; 0.239883936; 0.03640139; 0.001992233; false; 0.284715959; 0.818510842
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1707.0.mata;0.35; 0.1140142000;0.010801000000000002; 0.1625900000; 0.0001640000; False; 0.1761884000; 0.4302382000;1.06; 0.1014909000;0.0107389; 0.1113491000; 0.0002583000; False; 0.1251231000; 0.3017873000;3.04; 0.166221403; 0.350244811; 0.037371261; 0.00213843; false; 0.396228889; 0.844415781
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1720.0.mata;0.23; 0.0856024000;0.0059448; 0.0848368000; 0.0003195000; False; 0.0928273000; 0.2257682000;0.99; 0.1188336000;0.0086355; 0.1123525000; 0.0003242000; False; 0.1239000000; 0.3152959000;2.84; 0.185900261; 0.259969591; 0.057526572; 0.002151344; false; 0.326658529; 0.808031915
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1722.0.mata;0.29; 0.1342764000;0.010365099999999999; 0.1069540000; 0.0003399000; False; 0.1202649000; 0.3293700000;1.08; 0.0837681000;0.0105165; 0.1188256000; 0.0002702000; False; 0.1324894000; 0.2882767000;2.94; 0.130375627; 0.296462272; 0.036072597; 0.002093723; false; 0.341216096; 0.761016542
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1723.0.mata;0.29; 0.0777526000;0.0103573; 0.1198827000; 0.0003200000; False; 0.1335219000; 0.3102178000;0.97; 0.1237695000;0.0098789; 0.0885985000; 0.0002523000; False; 0.1010395000; 0.3277294000;2.93; 0.179089626; 0.230132307; 0.034765722; 0.001962483; false; 0.276595434; 0.75596662
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1726.0.mata;0.28; 0.0827269000;0.0080569; 0.1594171000; 0.0003374000; False; 0.1708017000; 0.3216855000;1.05; 0.0918437000;0.0093604; 0.1172355000; 0.0002344000; False; 0.1296256000; 0.3265591000;2.89; 0.187293871; 0.229702762; 0.031345969; 0.002405127; false; 0.271369554; 0.741028371
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1728.0.mata;0.3; 0.1641631000;0.009993700000000001; 0.1305569000; 0.0003197000; False; 0.1525802000; 0.4836251000;1.06; 0.0874855000;0.0109486; 0.1164802000; 0.0003237000; False; 0.1305448000; 0.3239923000;3.15; 0.203516086; 0.45291683; 0.063103122; 0.013747959; false; 0.559217316; 1.024490396
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1729.0.mata;0.28; 0.1214671000;0.0094673; 0.1111659000; 0.0003003000; False; 0.1235046000; 0.3502338000;1.09; 0.0997808000;0.0101815; 0.1575847000; 0.0003229000; False; 0.1709938000; 0.3431575000;2.57; 0.121455217; 0.224814078; 0.031544506; 0.002236692; false; 0.265857034; 0.701797734
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_173.0.mata;0.19; 0.0414861000;0.0096133; 0.0879299000; 0.0003223000; False; 0.1007560000; 0.1872880000;0.92; 0.0557872000;0.009609600000000001; 0.1253167000; 0.0002190000; False; 0.1380080000; 0.2631632000;1.98; 0.079175395; 0.169979256; 0.03674434; 0.001430383; false; 0.216735299; 0.529265367
/home/experiments/nfa-bench/benchmarks/presburger-explicit/complement/UltimateAutomizer/nested9_true-unreach-call.i_1732.0.mata;0.27; 0.1654358000;0.009974700000000001; 0.1537693000; 0.0001347000; False; 0.1744004000; 0.4776854000;1.01; 0.0875175000;0.009309399999999999; 0.1144276000; 0.0002694000; False; 0.1267542000; 0.2773578000;2.85; 0.103770411; 0.350262288; 0.059898206; 0.001787201; false; 0.417246744; 0.743265985
